,adult,budget,genres,id,imdb_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,vote_count
1873,FALSE,40000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",3933,tt0121164,en,12.920032,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Laika Entertainment', 'id': 11537}, {'name': 'Patalex Productions', 'id': 57751}]",9/9/2005,117195061.0,77.0,Released,Corpse Bride,7.2,1957.0
1882,FALSE,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",3980,tt0090887,en,10.113807,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}, {'name': 'Sho Films', 'id': 1532}]",4/11/1986,13167232.0,82.0,Released,Critters,5.9,221.0
1883,FALSE,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3981,tt0207201,en,9.963079,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Wind Dancer Productions', 'id': 8116}]",12/15/2000,374111707.0,127.0,Released,What Women Want,6.1,1021.0
1884,FALSE,32000000,"[{'id': 10402, 'name': 'Music'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",3989,tt0372588,en,11.428941,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}]",10/10/2004,50907422.0,98.0,Released,Team America: World Police,6.6,667.0
1885,FALSE,15000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",4011,tt0094721,en,10.627364,"[{'name': 'Geffen Company, The', 'id': 4354}, {'name': 'Warner Bros.', 'id': 6194}]",2/29/1988,73326666.0,92.0,Released,Beetlejuice,7.1,1475.0
1886,FALSE,1500000,"[{'id': 18, 'name': 'Drama'}]",4012,tt0247199,en,8.128106,"[{'name': 'Fuller Films', 'id': 1539}, {'name': 'Seven Arts Pictures', 'id': 14159}]",1/19/2001,416925.0,98.0,Released,The Believer,6.8,152.0
1890,FALSE,16500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",4032,tt0102492,en,8.605742,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Imagine Entertainment', 'id': 23}]",11/27/1991,0.0,102.0,Released,My Girl,7.0,441.0
1895,FALSE,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",4105,tt0096933,en,6.973408,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Pegasus Film Partners', 'id': 1561}, {'name': 'Jaffe-Lansing', 'id': 14361}]",9/22/1989,45892212.0,125.0,Released,Black Rain,6.2,250.0
1897,FALSE,21000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",4108,tt0293662,en,13.217421,"[{'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Current Entertainment', 'id': 972}, {'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}]",10/2/2002,43928932.0,92.0,Released,The Transporter,6.6,1724.0
1900,FALSE,53000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4133,tt0221027,en,12.332223,"[{'name': 'New Line Cinema', 'id': 12}]",4/4/2001,83282296.0,124.0,Released,Blow,7.4,1352.0
1903,FALSE,39000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4141,tt0465602,en,7.259086,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Angry Films', 'id': 12087}]",7/26/2007,26820641.0,86.0,Released,Shoot 'Em Up,6.3,589.0
1905,FALSE,80000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4147,tt0257044,en,13.426684,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'The Zanuck Company', 'id': 80}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",7/12/2002,181001478.0,117.0,Released,Road to Perdition,7.3,1102.0
1906,FALSE,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4148,tt0959337,en,12.265867,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'BBC Films', 'id': 288}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'Evamere Entertainment', 'id': 1550}, {'name': 'Goldcrest Pictures', 'id': 11843}]",12/19/2008,75225693.0,119.0,Released,Revolutionary Road,6.8,824.0
1909,FALSE,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4170,tt0399095,en,13.033004,"[{'name': 'Centropolis Film Productions', 'id': 620}]",1/23/2007,0.0,120.0,Released,Trade,6.8,69.0
1912,FALSE,1500000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4174,tt0038109,en,5.47596,"[{'name': 'Selznick International Pictures', 'id': 1553}]",12/28/1945,7000000.0,111.0,Released,Spellbound,7.3,166.0
1917,FALSE,747000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",4191,tt0061955,fr,2.775402,"[{'name': 'Les Films du Carrosse', 'id': 53}, {'name': 'Les Productions Artistes Associés', 'id': 64}, {'name': 'Dino de Laurentiis Cinematografica', 'id': 1216}]",3/22/1968,44566.0,107.0,Released,The Bride Wore Black,7.3,41.0
1918,FALSE,7920000,"[{'id': 9648, 'name': 'Mystery'}]",4192,tt0077413,en,11.162277,"[{'name': 'EMI Films Ltd.', 'id': 538}, {'name': 'Mersham Productions', 'id': 1581}]",10/6/1978,14560084.0,140.0,Released,Death on the Nile,6.7,121.0
1925,FALSE,700000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4203,tt0095675,es,5.470331,"[{'name': 'El Deseo', 'id': 49}]",3/14/1988,7179298.0,88.0,Released,Women on the Verge of a Nervous Breakdown,7.6,149.0
1927,FALSE,5000000,"[{'id': 35, 'name': 'Comedy'}]",4226,tt0212235,en,3.956594,"[{'name': 'Endless Entertainment', 'id': 1590}, {'name': 'Rhino Films', 'id': 1591}, {'name': 'Sea Dragon', 'id': 1592}]",10/17/2000,0.0,86.0,Released,Shriek If You Know What I Did Last Friday the Thirteenth,4.8,70.0
1929,FALSE,14000000,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",4232,tt0117571,en,13.326443,"[{'name': 'Woods Entertainment', 'id': 979}, {'name': 'Dimension Films', 'id': 7405}]",12/20/1996,173046663.0,111.0,Released,Scream,7.0,1520.0
1930,FALSE,24000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",4233,tt0120082,en,11.264845,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Konrad Pictures', 'id': 85}, {'name': 'Maven Entertainment', 'id': 1601}, {'name': 'Dimension Films', 'id': 7405}]",12/9/1997,172363301.0,120.0,Released,Scream 2,6.1,856.0
1931,FALSE,40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",4234,tt0134084,en,9.738371,"[{'name': 'Konrad Pictures', 'id': 85}, {'name': 'Craven-Maddalena Films', 'id': 1600}, {'name': 'Dimension Films', 'id': 7405}]",2/3/2000,161834276.0,116.0,Released,Scream 3,5.7,749.0
1934,FALSE,65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4244,tt0219854,en,15.045725,"[{'name': 'Walt Disney Pictures', 'id': 2}]",7/7/2000,69700000.0,104.0,Released,The Kid,6.0,242.0
1935,FALSE,19000000,"[{'id': 35, 'name': 'Comedy'}]",4247,tt0175142,en,12.446738,"[{'name': 'Gold/Miller Productions', 'id': 1607}, {'name': 'Wayans Bros. Entertainment', 'id': 1608}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Brad Grey Pictures', 'id': 10958}]",7/7/2000,278019771.0,88.0,Released,Scary Movie,6.0,1468.0
1936,FALSE,45000000,"[{'id': 35, 'name': 'Comedy'}]",4248,tt0257106,en,10.869056,"[{'name': 'Gold/Miller Productions', 'id': 1607}, {'name': 'Wayans Bros. Entertainment', 'id': 1608}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Brad Grey Pictures', 'id': 10958}]",7/4/2001,141220678.0,83.0,Released,Scary Movie 2,5.4,1019.0
1938,FALSE,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4251,tt0420332,hi,3.319516,"[{'name': 'Yash Raj Films', 'id': 1569}]",11/12/2004,29385320.0,192.0,Released,Veer-Zaara,7.5,67.0
1942,FALSE,5000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",4255,tt0065904,en,1.045731,"[{'name': 'Stallion Releasing Inc.', 'id': 40833}]",2/10/1970,0.0,71.0,Released,The Party at Kitty and Stud's,3.2,17.0
1943,FALSE,48000000,"[{'id': 35, 'name': 'Comedy'}]",4256,tt0306047,en,11.142209,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Brad Grey Pictures', 'id': 10958}]",10/24/2003,220673217.0,84.0,Released,Scary Movie 3,5.8,948.0
1944,FALSE,45000000,"[{'id': 35, 'name': 'Comedy'}]",4257,tt0362120,en,13.096692,"[{'name': 'Dimension Films', 'id': 7405}]",4/13/2006,178262620.0,83.0,Released,Scary Movie 4,5.3,779.0
1945,FALSE,20000000,"[{'id': 35, 'name': 'Comedy'}]",4258,tt0795461,en,14.27281,"[{'name': 'Dimension Films', 'id': 7405}]",4/11/2013,78378744.0,86.0,Released,Scary Movie 5,4.6,813.0
1950,FALSE,6000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4274,tt0087284,fr,1.848788,"[{'name': 'Films A2', 'id': 875}, {'name': 'Albina Productions S.a.r.l.', 'id': 1416}, {'name': 'Société Française de Production (SFP)', 'id': 6849}]",5/11/1984,0.0,180.0,Released,Fort Saganne,6.9,7.0
1964,FALSE,92000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",4327,tt0160127,en,9.774985,"[{'name': 'Columbia Pictures', 'id': 5}]",11/2/2000,264105545.0,98.0,Released,Charlie's Angels,5.6,1253.0
1968,FALSE,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4347,tt0783233,en,8.913338,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Working Title Films', 'id': 10163}]",8/29/2007,129266061.0,123.0,Released,Atonement,7.4,1075.0
1969,FALSE,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4348,tt0414387,en,14.439083,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Working Title Films', 'id': 10163}]",9/16/2005,121147947.0,135.0,Released,Pride & Prejudice,7.8,1406.0
1970,FALSE,70000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",4349,tt0431197,en,13.842333,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'FilmWorks', 'id': 7786}, {'name': 'MDBF Zweite Filmgesellschaft', 'id': 12246}]",8/22/2007,86658558.0,110.0,Released,The Kingdom,6.5,517.0
1971,FALSE,21000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",4351,tt0445935,en,7.814821,"[{'name': 'Mosaic Media Group', 'id': 748}, {'name': 'El Norte Productions', 'id': 1619}, {'name': 'Nuyorican Productions', 'id': 1620}, {'name': 'Mobius Entertainment Ltd.', 'id': 1621}]",5/18/2006,0.0,112.0,Released,Bordertown,6.2,65.0
1973,FALSE,2500000,"[{'id': 27, 'name': 'Horror'}]",4368,tt0326820,en,0.944886,[],4/15/2003,0.0,94.0,Released,Dark Wolf,3.4,9.0
1977,FALSE,43000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",4379,tt0369735,en,6.328385,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'BenderSpink', 'id': 6363}, {'name': 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG', 'id': 12067}]",5/13/2005,154749918.0,101.0,Released,Monster-in-Law,5.6,413.0
1978,FALSE,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",4380,tt0358135,en,9.082538,"[{'name': 'Miramax Films', 'id': 14}]",10/15/2004,170128460.0,107.0,Released,Shall We Dance?,5.9,308.0
1981,FALSE,70000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4413,tt0476964,en,11.8027,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",9/14/2007,69766619.0,122.0,Released,The Brave One,6.4,258.0
1984,FALSE,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",4421,tt0119173,en,9.37934,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'First Independent Films', 'id': 1643}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Trap-Two-Zero Productions', 'id': 1646}]",8/22/1997,48169156.0,125.0,Released,G.I. Jane,6.0,404.0
1987,FALSE,28000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",4437,tt0086837,en,7.482865,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",12/6/1984,40400657.0,116.0,Released,2010,6.6,290.0
1989,FALSE,88000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",4442,tt0355295,en,15.66148,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Reforma Films', 'id': 1649}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Revolution Sun Studios', 'id': 76043}]",8/26/2005,105316267.0,118.0,Released,The Brothers Grimm,5.6,847.0
1996,FALSE,87000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4464,tt0329575,en,7.851669,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Touchstone Pictures', 'id': 9195}]",7/22/2003,148336445.0,141.0,Released,Seabiscuit,6.8,219.0
1999,FALSE,30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",4476,tt0110322,en,12.199047,"[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Pangaea', 'id': 1656}]",12/16/1994,160638883.0,133.0,Released,Legends of the Fall,7.2,636.0
2000,FALSE,90000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",4477,tt0118972,en,10.675073,"[{'name': 'Columbia Pictures', 'id': 5}]",3/12/1997,140807547.0,107.0,Released,The Devil's Own,5.9,300.0
2001,FALSE,38000000,"[{'id': 18, 'name': 'Drama'}]",4478,tt0107211,en,7.118123,"[{'name': 'Paramount Pictures', 'id': 4}]",4/7/1993,266614059.0,117.0,Released,Indecent Proposal,5.8,300.0
2003,FALSE,4940939,"[{'id': 18, 'name': 'Drama'}]",4480,tt0091288,fr,4.883274,"[{'name': 'Renn Productions', 'id': 82}, {'name': 'Films A2', 'id': 875}, {'name': 'DD Productions', 'id': 1524}, {'name': 'AMLF', 'id': 1869}, {'name': 'Télévision Suisse-Romande (TSR)', 'id': 8453}, {'name': 'RAI Radiotelevisione Italiana', 'id': 20091}]",8/27/1986,0.0,120.0,Released,Jean de Florette,7.6,113.0
2010,FALSE,550000,"[{'id': 27, 'name': 'Horror'}]",4488,tt0080761,en,12.146747,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions Inc.', 'id': 16779}, {'name': 'Sean S. Cunningham Films', 'id': 17611}]",5/9/1980,59754601.0,95.0,Released,Friday the 13th,6.4,622.0
2017,FALSE,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",4512,tt0443680,en,10.111313,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Virtual Studios', 'id': 449}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jesse Films Inc.', 'id': 11252}]",9/2/2007,14711793.0,160.0,Released,The Assassination of Jesse James by the Coward Robert Ford,7.0,792.0
2018,FALSE,30000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4513,tt0389722,en,8.764548,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Ghost House Pictures', 'id': 768}, {'name': 'HorrorFlix', 'id': 24339}]",10/17/2007,75505973.0,113.0,Released,30 Days of Night,6.2,784.0
2019,FALSE,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4515,tt0891527,en,5.80986,"[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'United Artists', 'id': 60}, {'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Brat Na Pont Productions', 'id': 21911}]",10/22/2007,63215872.0,92.0,Released,Lions for Lambs,6.0,223.0
2021,FALSE,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",4517,tt0414055,en,7.608243,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]",9/9/2007,74237563.0,114.0,Released,Elizabeth: The Golden Age,6.6,310.0
2022,FALSE,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4518,tt0127536,en,7.566321,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]",9/13/1998,82150642.0,124.0,Released,Elizabeth,7.2,346.0
2025,FALSE,85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",4523,tt0461770,en,11.447798,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'Andalasia Productions', 'id': 8908}, {'name': 'Right Coast Productions', 'id': 8909}]",11/20/2007,340487652.0,107.0,Released,Enchanted,6.6,1512.0
2027,FALSE,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",4538,tt0838221,en,6.493474,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}]",9/29/2007,24377151.0,91.0,Released,The Darjeeling Limited,7.1,876.0
2032,FALSE,48000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4547,tt0258000,en,14.969502,"[{'name': 'Hofflund/Polone', 'id': 1685}, {'name': 'Indelible Productions', 'id': 7795}]",3/29/2002,196397415.0,111.0,Released,Panic Room,6.6,1303.0
2035,FALSE,53000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4551,tt0377471,en,13.314233,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Nina Saxon Film Design', 'id': 1693}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",3/4/2005,95226116.0,118.0,Released,Be Cool,5.4,296.0
2036,FALSE,110,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",4552,tt0365376,ko,6.247028,"[{'name': 'B.O.M. Film Productions Co.', 'id': 3616}, {'name': 'Masulpiri Films', 'id': 11772}]",6/13/2003,0.0,115.0,Released,A Tale of Two Sisters,7.0,234.0
2037,FALSE,5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",4553,tt0361862,en,10.737565,"[{'name': 'Filmax Entertainment', 'id': 7302}, {'name': 'Castelao Producciones', 'id': 7956}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'id': 9974}, {'name': 'ICF', 'id': 52107}]",2/9/2004,8203235.0,101.0,Released,The Machinist,7.3,1280.0
2041,FALSE,65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4564,tt1000774,en,9.170332,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Darren Star Productions', 'id': 1694}, {'name': 'Home Box Office (HBO)', 'id': 3268}]",5/12/2008,415252786.0,145.0,Released,Sex and the City,6.0,525.0
2042,FALSE,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",4566,tt0465538,en,7.857078,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Section Eight Productions', 'id': 14315}]",9/28/2007,92991835.0,119.0,Released,Michael Clayton,6.6,508.0
2046,FALSE,16500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4584,tt0114388,en,10.673167,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mirage Enterprises', 'id': 932}]",12/13/1995,135000000.0,136.0,Released,Sense and Sensibility,7.2,364.0
2047,FALSE,31000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4587,tt0100140,en,5.55237,"[{'name': 'Orion Pictures', 'id': 41}]",12/14/1990,35419397.0,110.0,Released,Mermaids,6.5,124.0
2048,FALSE,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",4588,tt0808357,zh,6.96177,"[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Haishang Films', 'id': 13480}]",9/28/2007,0.0,156.0,Released,"Lust, Caution",6.8,177.0
2050,FALSE,800000,"[{'id': 35, 'name': 'Comedy'}]",4593,tt0068361,fr,4.8779,"[{'name': 'Greenwich Film Productions', 'id': 1657}]",9/15/1972,0.0,101.0,Released,The Discreet Charm of the Bourgeoisie,7.4,140.0
2052,FALSE,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4597,tt0913354,en,9.951662,"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Stars Road Entertainment', 'id': 8931}, {'name': 'Farah Films & Management', 'id': 11249}, {'name': 'Buckaroo Entertainment', 'id': 11250}]",12/4/2009,22942221.0,88.0,Released,Armored,5.5,211.0
2053,FALSE,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4599,tt0350028,en,12.448933,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Beacon Pictures', 'id': 10157}, {'name': 'Mandeville Films', 'id': 10227}]",5/27/2004,49718611.0,119.0,Released,Raising Helen,5.9,195.0
